13240, -60831
25756, -52824
-60949, 59055
-75816, 46950
-45682, -29828
62578, -30851
-31328, -63714
-87074, 30629
71805, -63628
-20137, 42897
-7486, 95458
-74060, -11554
-42916, -939
39537, -84574
-34325, -64124
70398, -51961
50064, -87152
54764, 78683
-1763, -71471
60694, -78147
47868, 91572
1580, 8878
10484, -14889
78286, -38462
-70005, 22420
33984, 74570
-70198, 92209
-15083, 49148
-38314, 43180
58670, 64864
74630, 49340
-58855, -18440
-45085, 61108
93936, 32505
17656, 51007
84341, -6437
48057, 8751
15013, 73853
99311, 84532
37340, 52840
52040, 23567
-11304, 83976
17359, -34319
-51215, -60767
-55481, -81592
35823, -30345
37040, 48467
97377, 59696
-69618, 20958
50414, -84978
15465, -32095
-40393, 33702
89146, -30948
-64466, 45176
54883, 38657
63454, -66098
-58201, 29053
-24849, 54967
-259, 44428
-58632, -85480
-66458, -16259
-33777, 3738
-89630, -56525
-12817, -89641
82976, -82705
57169, 69267
68005, -55517
15623, 68514
-25471, -45831
-32408, -85314
36674, -24842
45719, 36665
57921, -34506
8741, -6170
93043, 39826
42776, -74145
-76070, 37375
-26013, -6780
-72447, 43424
-59623, 53847
6501, -15767
-41262, -17685
76232, -11589
73559, 11712
29071, 66752
32051, -3832
79147, 11029
70855, -2442
63994, -44794
53892, -84308
55335, -13539
-14385, -27875
58276, -24104
-36577, 46762
-82061, 65791
-85582, -57688
86169, 31345
-26854, 40630
-367, -59412
-31280, 57380
-6764, 81975
2333, 53476
88347, -63226
2173, 18677
52707, -80458
10319, 95676
24929, -62467
-4458, -87519
2142, -15861
26741, 4659
98140, -73748
65160, -16706
-36630, 25226
-57566, 39079
55936, 6476
-78960, 45304
-55050, 24140
-56081, 53415
74906, 33914
-43338, 55209
9795, -87426
90195, -3667
21986, -56128
-10373, 64039
65823, 80357
77511, 24223
35541, 21877
-66495, 45204
59506, -45068
71630, -11110
8586, 80533
68148, -54159
-86815, 29024
93239, 10687
-59081, 55799
46455, -85254
30838, -58491
-43426, 99396
-8831, 90490
-4104, 75596
-65888, -64460
-29800, -80591
63983, 6495
42282, -16212
-77741, 56805
-11586, 58676
68968, 17174
-36444, 69597
52527, 25467
39621, 54969
-86312, 43563
-80741, -38829
64426, 20531
3277, -30128
12895, -38739
27184, 80907
35485, -12936
-2570, -45754
87131, 44157
-30319, 71304
-738, -18481
33189, -37795
37097, -24185
22303, 8299
40850, -24081
-6798, 21763
48507, 93587
70813, -22902
21638, 52
-67672, -37194
45568, -54806
15350, -20451
-30915, -60122
16973, -77802
-5902, 33216
20483, 38006
-40431, 32526
79017, 41744
41568, 65322
12606, -4242
-15676, -31980
-50610, 35579
40189, 82806
29193, -6963
48645, 61956
84190, 624
-16532, -49986
-81375, 88803
-16557, -1873
1846, 63678
-25982, 99470
12685, -25575
18650, 90106
-87756, 52773
-60853, 25384
59981, -34330
53347, -69849
67144, -78172
-10851, 55568
-83201, 83525
42575, 72825
-21201, -28766
-80340, -55091
13684, 13144
-30486, 43835
-88950, -87001
93684, -86071
-56645, 54923
-43152, 68787
16330, 64489
2771, 47776
-46854, -19613
4390, 10079
-70142, 97145
35003, 31090
42737, 15109
3403, 60136
-35336, 11605
-19008, -24848
83598, 16598
-82826, -28036
-39637, -18657
-6329, 84680
-59143, 11533
-12086, 43872
-5142, 59379
24146, -17926
-54819, -6445
17012, 19095
63945, 2768
-88819, -14687
-73474, 8007
94021, 66919
-10045, -53118
-84720, -39338
-66398, 99810
-24093, -65697
-15191, -11329
92960, -71361
58215, -36335
-67158, -54807
-22452, 62876
33435, 11437
-18919, 75435
59343, 58555
1047, 40487
-20615, 50565
9829, 56085
-48134, 99837
58603, 40548
81367, -39057
4791, 23656
93317, -85403
-901, 69604
-36881, -63920
13892, 16409
1741, 4667
72179, -26793
43441, -63666
-14974, -5184
-53362, 25093
-21459, -44295
-4618, 40455
-18952, 62997
-67504, -95
94635, -41820
42555, -61504
-48762, 90861
-77748, 72811
45337, -43075
8636, -38013
93541, -72070
60720, 13675
84644, 88648
54848, 33065
1377, -89327
96608, 96977
22730, 40810
-28074, 93954
-50165, -9891
-62789, -33461
-38258, 62521
-1420, 15889
40242, -56498
-1451, -7266
99792, -58189
-88953, -83936
-57886, 62971
-7986, 60088
98272, -57014
14666, 22265
74672, -28333
-65434, 66606
55810, -75880
66291, -73988
85245, -82015
79660, 38915
-69014, -36661
-68776, -2068
-38338, 84928
98462, -7272
14770, -53126
-248, -55657
2862, -11829
-73987, -70520
3040, -7719
99980, 73755
44634, 21305
93612, 52408
48198, -24039
51909, 7460
56458, 75746
32676, -45593
-28477, -84540
-61965, -25939
59113, 19392
88591, -71540
-2485, -42130
-32274, -21470
55696, 30056
14915, -21006
52885, -50207
62954, -10137
67683, -86172
99483, 65121
92935, -58760
-15235, -7211
43083, -18234
-71086, -29501
27346, -33649
62034, 47213
40559, -34662
52367, -28589
-69895, 44940
-69205, -67020
84590, -60812
-35752, -8747
-46110, 95879
-25344, 95407
-15357, -44661
-19290, -29396
71592, -25996
19751, 27611
52522, 39517
99104, 27977
47123, 51650
58113, -71096
56873, -63689
64345, -36241
3268, 95520
2437, -59523
-5647, 22425
21683, -42153
-34189, -54825
4116, -61275
75372, -64758
41041, -79425
37, -53389
-18011, -17015
-34131, -70629
91997, 53444
-14607, 27359
28982, 50087
-37753, 95600
26643, -46008
15164, 89067
68633, 99568
-5328, 32396
89082, 85844
-24469, 40467
-42970, -34813
-27120, -215
61527, 96640
-13416, 3020
-41950, 8208
-70220, 42209
18754, 29196
32626, -54027
59555, 24890
53877, 94680
67747, -32126
-18364, -24960
72029, 6090
64925, -81632
-45054, -35805
31555, 57204
42376, -65635
69069, 57745
92677, -27531
63835, -33250
-34196, 28882
98826, 44292
4619, 1201
96123, -13839
17015, -7179
11892, -40315
86289, 98533
-40650, 95118
59279, 99450
55485, 91157
59128, 99030
17067, 51201
9191, 93674
13978, -75834
52193, 46550
-70499, 82871
