82185, -89831
-12817, -89641
-28372, -89555
1377, -89327
-39757, -89200
-55888, -89158
-56099, -88723
49206, -88613
57101, -88461
20259, -88062
-13570, -87776
-4458, -87519
-75438, -87512
9795, -87426
50064, -87152
-88950, -87001
49279, -86612
-52016, -86498
-86951, -86320
67683, -86172
93684, -86071
-58632, -85480
93317, -85403
-32408, -85314
46455, -85254
50414, -84978
-65535, -84891
-19106, -84667
39537, -84574
-65564, -84553
-28477, -84540
53892, -84308
42139, -84109
-88953, -83936
60783, -83636
6475, -82853
82976, -82705
85245, -82015
48309, -81832
64925, -81632
-55481, -81592
64447, -81199
-43495, -80627
-29800, -80591
1468, -80566
52707, -80458
-19330, -80456
-46179, -80425
-79634, -79965
-10577, -79844
10624, -79839
-28020, -79496
41041, -79425
-25831, -78520
-82510, -78186
67144, -78172
60694, -78147
-70956, -78108
-27887, -78095
33921, -77965
16973, -77802
60738, -77485
98002, -77216
-46610, -77112
-86019, -77070
9659, -76676
42777, -76657
52840, -76643
95719, -76460
18569, -76274
77267, -75928
55810, -75880
13978, -75834
-12885, -75745
70014, -75510
-27664, -75510
39421, -74632
-73550, -74410
42776, -74145
-19690, -74119
16329, -74081
-47096, -74077
66291, -73988
98140, -73748
33850, -73678
-72510, -72383
51480, -72357
93541, -72070
88591, -71540
-45468, -71495
-1763, -71471
92960, -71361
58113, -71096
-3607, -71081
-34131, -70629
-73987, -70520
52780, -70059
53347, -69849
-26421, -69820
66397, -69110
73441, -69063
-75868, -68544
69059, -67654
66161, -67610
-69205, -67020
63454, -66098
81296, -65852
-75474, -65831
-24093, -65697
42376, -65635
7380, -65366
-51110, -65032
-25117, -64988
75372, -64758
-65888, -64460
-19692, -64251
-34325, -64124
80429, -64101
-36881, -63920
-73338, -63869
-31328, -63714
56873, -63689
43441, -63666
71805, -63628
88347, -63226
-65792, -62764
52577, -62611
15074, -62606
-88041, -62566
24929, -62467
-4785, -62343
56610, -62017
-32781, -61530
42555, -61504
42943, -61433
-40828, -61287
4116, -61275
